colName_FirstName|colName_GEN|colName_MARITALSTATUS|colName_EA|colName_COUNTRY|colName_USPHN
snell|M|Single|m42@--t--Q.8.DB.735-jq7IdB4x.IH|Пуэрто-Рико|(753) 561 -3276
vivtor|Female|Separated|3Ik.28_.TQy@6O.f-D18NV4r.f2.0S5e8RO9R61r8.WHI|Чили|035865  3624X 40
josue|Female|Civil Partner|iy07.r.8@xf.-7Z-Z82wM8.8.95w.XZwHGP|Перу|963  1834512eXT8
akira|Female|Separated|r94Mt5._kP7.P.Vw_V@[2.6.349.651]|Cambodia|348/ 387- 0511
manale|F|Surviving Civil Partner|6@ZZ-.7.seu-----0t.o.iPKNVT|EAU|019597 2226
hussain|F|Widowed|_4l.nUxg.v68w.B@i.-k-dd.oY-0QU.2s2-deR.TcR|伊拉克|+1 (641)/2099505
ismelda|Female|Married|D3fj.yg6_@0x-.JE|Tanzania|334-414/4107
armandas|Male|Divorced|"46"@[88.1.8.0]|Moldavie|+1880  023 3530 
djalil|Male|Separated|_CAV4@[03.89.356.4]|Côte d'Ivoire|+1(890)4064668X9
zoita|F|Widowed|_ESm09@M-B--Z8.eZ1--RwAF.u-21.oW.dhl|ДНР|(167) 761 9874x0
ayiecho|Female|Civil Partner|_.rIF._0C@--.--W2--xu-e13m-j.0.-y--s875oA6.dMJFrG|Slowakei|208.8379524
ulla|F|Separated|rc@4-tNi-8zm-.6-pw8.9e33T.-GO.HI|Israël|073  424  9203x7
contessa|Female|Separated|ke6@[5.64.0.4]|模里西斯|092198  1975
sélim|Male|Separated|5H.T1.AK@q--a-k.-ED--8i.-Wi.m.YptTuF|Сен-Пьер и Микелон|018 328.1118Ext5
pera|M|Surviving Civil Partner|__p41D.3@uka1.2lIK6c.-.NBI2.CQf|Mauretanien|074 0344075
kassoum|Female|Single|8_.4G@OUqi-72-6-ynDleL.o6.JvC|Croatia|(123) /598 5417
javere|Female|Civil Partner|"SE_QB"@-5.K.m9s-55Ja---2P-w.49-.Ym|Vírgenes de los Estados Unidos|083/ 511-0572x 6
torrens|F|Single|__4a.7v_v_5_0._LeN.mV5uQ_@[548.38.1.7]|Nagorno Karabaj|+1-864- 4615209
elexis|M|Separated|_@-.lp1-R-.xA|Allemagne|125-6518585 
sabih|F|Married|_4Fs@-.Dx.og|纳米比亚|2803943472
huizen|Female|Married|G@kQ6d8sGK7.fkVa5.-k.-.tW|Швеция|182. 596- 2658
josepa|M|Married|"_Kg3Uf.Vc2"@1.J--sq1i.Y--2US.9m-hf3.uoiv|Uzbekistan|1 .116.7194180X5
abdur|Male|Separated|A.__@-3-Y--yoARC-.vi|Guinée-Bissao|029.511.7615ExT3
time|Male|Divorced|"0.o.752O.9_V__H"@P41-6.-N.-1--6nuO-.7-t-p1.gGIPrJ|Sudán del Sur|1401/ 4629794 x1
akberali|Male|Single|Z@b--yO-M-.-.-klbPPh.2Muoq99B--n-.EsI|Suazilandia|018  347 . 7928
tammi|Male|Married|B.g3.UG@y.Ktp|Curacao|+1(548)/ 1335893
xiaozhen|M|Married|"_Im3sQ_Q"@[6.7.581.92]|巴勒斯坦|(571)  350  2390
nagyatad|M|Surviving Civil Partner|1@5.65A9.--dO32.l.Db|Finlandia|+1.343612 / 9399
lyuben|Male|Separated|z2.L___M.joe__@[771.73.85.6]|挪威|083  6675548X15
hazlitt|Female|Married|_@-cZO1FV602-REpH.TC.DO|Dominican Republic|1 8947186771x3
haja|Male|Separated|u@U97.HAvF.ddh|Cayman Islands|+1(273)- 0339165
yavor|Female|Divorced|"H"@DN9i1wu.9v3.-f0iZ.0175-.mJyEJR|Аруба|088-1891158
ibrahym|Female|Divorced|724@[1.6.9.7]|Palästina|1.(916)- 9636261
gerri|Male|Divorced|"_"@a.C--n.Lr|圭亚那|141/ 613/ 0072
nacole|M|Surviving Civil Partner|"l_._.cA.mZ4_3"@0q.q--3-pD.oC-Z.uT|Venezuela|+1 /(590)4604150
ninez|M|Surviving Civil Partner|3_I_32._XQil5@u1.-.3.I-.LvMWZh|United Kingdom|+1614629  6633x9
ponduri|Male|Married|3_G.w._74_.i_A@F2-KE-n-F.-5p78G8.9--6ORH.A.rZF|Bangladesh|1(104)/ 5506211
nail|M|Widowed|W4_@D-E-41N.6.8tueQ0.9.HZu|Argentina|724/ 6128175exT5
aryan|Male|Single|P_@[6.541.6.5]|Brunéi Darussalam|063.018- 1608x 8
brittney|M|Widowed|_._j3__S.Wx_@0c.irM|Afrique du Sud|(836)/066 - 5664
cesia|M|Divorced|cyO.__ICvy5.Jz.K@6NG4Jm--g5dZO-2u.cJ.oAC|Tadjikistan|+1/830.9813818
ledy|Male|Separated|5.m_@t.-XCh.y.0s-Iy.em|Багамские Острова|056  3337168X 3
dayanna|Female|Surviving Civil Partner|3____@w.--nt.----.xE|利比亞|693 .329/9307x 4
gün|Female|Surviving Civil Partner|o.yk7@-Ih---.--4-ZPxcj.jF6.5-kPB2N-.vXk|牙买加|905 0811869
janto|Male|Married|"j.7"@8bmv-.010O-.N.r.nR|Indonesien|(981)552 4456
jiawen|Female|Married|A7z.RcHn_s@--oL9ayP4-.zt-w3y.3Bd-i1.-vY10eKL.rh|Исландия|+1226 /6869489
protasio|M|Married|_P@-.2N.J.-u.hX|南非|+1-213  136 9516
aine|Female|Divorced|3v_@-9-.-6R.-.-X9i4.Fc|Polonia|154.735 7713 
barbel|F|Single|_wg5_O8.6v._6o@-u.YW-1OVO91H.42e8r-Q5-04mOY-g.98.Cr|Панама|651.429.4134x6
arumugham|Female|Civil Partner|H@qxnt3-i.5.at.F--y-s.fRIw|Saint Helena, Ascension, and Tristan da Cunha|(290)  996  8377
croswell|Female|Separated|__@[1.52.6.57]|Negara Brunei Darussalam|(153).956 . 5861
deandrea|Male|Married|_@[5.6.307.9]|French Guiana|(938)  184 /2497
durr|M|Civil Partner|"_.__Y.u_o1j.6__K__Y_"@-12bc2u-.-b-.93p3HTu-4Mbf-qx9.-ra7b9M8McZh2Z-0.YC|Афганистан|(343)  4911414x5
linnart|Male|Separated|"7y_z.Le.P.22I.j_H_"@I0-.----.4.ve.tHdL|Тувалу|031-499.9126 
iravati|M|Single|2@K7M-.0--3SPW-2LbN.iI8.-O.vp|Kroatien|1(233)/ 418 2452
codou|M|Separated|s.6s_.j__.X_i@2.16-t4-.z-I.AY|Дания|1/(250). 5035129
saraiva|Male|Civil Partner|XL@D.-a0DoX.9.6w0K-.Fs|Nigeria|547- 9417676
tecwyn|M|Widowed|Nf._7@71-1-oI--.1-S--w2-.-7-3ZwMn-iP2G.v-z9F-.lZ|克罗地亚|275335. 3615exT0
kozma|F|Surviving Civil Partner|lWw@0-.-l.E15d7-4A19W-.--4R-Pn-.pgapHu|Somalie|960/ 297/ 5742
tamim|F|Separated|c@oI2S.e6.5Pb3B.WD---Ow2ns--.HMsk|薩爾瓦多|1366255-7598ext8
mayes|Female|Single|W.W8.35@[371.03.1.975]|乌干达|1.(590) -8012812
lekim|Female|Single|"1.6._jx_____"@i.--0.13B-p.1v--E--e-O.EMt|Словения|954-759-1118eXt3
teten|M|Civil Partner|S_cnjneW@35-461u7r-l.-KmdJ1--B.-8n-2.kA|Vereinigtes Königreich|(756)0288734X.8
excelsina|Male|Separated|5@XrTw3MyUk.a3I-.-47r9J-.o-.pjYj|Bosnie-et-Herzégovine|(027)/091. 6365
vokkaliga|Female|Surviving Civil Partner|7L1__7.9Jh.m_7j.D9@9U77D.h-.VG|Islas Vírgenes Británicas|056.481 / 1426X6
ateba|Female|Married|qj_Te4.___14xjf@[521.4.361.3]|Man, Isla de|298.1049126x1
milouda|Female|Divorced|"y_T"@f-lY.IlI|基里巴斯|100- 714 1336
nardus|Female|Civil Partner|"rW_"@[5.789.6.2]|Испания|016240- 8403EXt8
tofig|Female|Single|2_1.074x@[0.6.24.57]|Sainte-Lucie|576  832.7846x.2
faye|Female|Married|yM_@F.t-1.---6F3.s.lJP|爱尔兰|276  678/2836X 6
sada|F|Divorced|_@x-T-.g.-0.1-.NClr|Santo Tomé y Príncipe|(941)706 1511
kanhangad|F|Married|_K.I1C@T.TU.d.h.FQZ|India|118.513.0237
bryanna|Male|Civil Partner|"4_._D_8P8HO"@D2Cz8.1F.-I.7W-O-.HP|Irlanda|013 204-7748eXt2
shayesteh|F|Surviving Civil Partner|_@V.pN|卡塔尔|539827. 4744EXT4
albertovich|Male|Civil Partner|_wu@p0UNy.Dv|Pitcairn|(639)/ 098  8422
anyi|Female|Surviving Civil Partner|w4._47.I_e@[6.7.129.0]|立陶宛|355-2087178x. 51
pusa|F|Civil Partner|qG__V2_.oOJ_qMq.k__V_@8.-0kH-V7b5V-03-Ra.Cy8o.8Hr.Xdr|Азад Кашмир|140. 548  5008
hristijan|M|Divorced|M1y@[192.447.9.0]|沙烏地阿拉伯|+1931  238 4481
carlina|F|Divorced|A84.8Fd.eE@h.6Rd13-.dO|Neuseeland|1.(691) 831.2250
harouna|Female|Civil Partner|6e46YoH_@[927.4.1.7]|Республика Конго|(513)3169003x88
rak|Female|Married|dj@-497D-3.P.o-8-.-.lAiZ|Мартиника|143  808- 1557
kabbour|Male|Single|"__5_.2"@-7-.97LwFd-HcMis.qB--.-.iYq|Palestine|040 . 6139887X.8
kimberly|Female|Surviving Civil Partner|m.cZ.PU.5@P-.HW3.sev-.---68.UJraOg|São Tomé e Príncipe|020. 716- 0996x1
nistula|Female|Civil Partner|xa9.m5Y.Mw@dLJ.W.---.JW.OGR|孟加拉国|092923 .6282
aglae|Male|Separated|vL_4V.6@L.C9--RH-8.d-c-zT-Tz-.y-S.MG|Turkménie|4071164968EXT.34
maricela|F|Surviving Civil Partner|5_a_l8Ye@-Fy.x-R5.c0cP-.j-02gB.zEbif|Jordania|393.1631439X 924
crestano|Male|Divorced|f.1I@-tP.-sUytt97Jm.Gsr0t-C---Te6.-B2w5J5-.BYM|Afghanistan|1/(319)048  0442
shere|F|Surviving Civil Partner|l14dQ@-46394WFk-n1-d-9.X-.XB.--b.QW|Aserbaidschan|179- 101/4111 
stephen|M|Single|DD_@[554.0.273.736]|Kongo|844698. 2474eXt5
sully|F|Surviving Civil Partner|c@W-kg485d.EO|Ливия|1(144)193 9111 
kimmel|F|Separated|KE.7x@n2j-.n.h.--s4.YMlR|Lebanon|407618  7821
shasta|M|Surviving Civil Partner|"M.W0.X.Y_F7Ej4s._2d1"@-YIp-Thq9nL.bO|Dominica|602- 804 - 5582 
binetou|M|Married|dJZh_J@Ui9-K.w.70bxb-.p.auqBm|Тувалу|(966)/ 043 .7183
anop|Female|Civil Partner|_J02__F.3@LLWs71-.9b1f.186.Lh.TNCw|Армения|(091) 837  5702
midhilesh|M|Surviving Civil Partner|P85_@v-7-lEPkv.pLU-.j6-M5ki-U.U80.Cs|Qatar|1.638348.6601
fredi|M|Surviving Civil Partner|"_"@[7.5.89.36]|New Zealand|663940 . 2254
lyla|Female|Widowed|7aF__P.E_2.O_@en-2-.zeL|开曼群岛|1(199)  5554555
maryluz|Male|Widowed|"_"@1.--kpIzfgO.5e-xfZ-Ai.-YSrk-.Pbji|les Seychelles|4874028658
luitgard|M|Single|75_1l__@93z27.e-.LY|卢旺达|(094)  130/5561
zinoviy|Male|Widowed|9A3@[1.0.7.4]|Osetia del Sur|038672. 1295
sandreani|M|Divorced|p@1.r-JJ-z-7O--.-h.nt---.Xu|Bélize|058/ 5089490x7
githu|M|Divorced|_@b-x-.ijaUlzI2S.B.l8N925.pal|Korea, North|7584837197eXT063
sommer|Female|Separated|8.1_93I.g8.Z@Iiut9t.V2LVU.6t1QQ5.-R.Ru|Pitcairn, Islas|083  716/5645
othniel|M|Civil Partner|_._.T._@Eo-RLp.H--31o.Y.-M8t.BCu|马达加斯加|(096)/3797826 x3
fakhrul|Female|Civil Partner|"_"@Ez9T.-.bC|新西蘭|(723)/ 9845330X6
leeds|Female|Surviving Civil Partner|9@W.el|阿曼|638  752.9077
yagutil|F|Married|t_I_42@8.CX|Bergkarabach|1/216 470 1028
yasyn|M|Single|D.j@zZ9.-B.G4.-kV19-.SnWl|聖多美和普林西比|(692)/0736771
marvinia|M|Civil Partner|X_._X@-.-XR-.XJ.s--TU-xUAf.jnDDeq|Палау|183- 393.7606
dillet|M|Widowed|T@24-w-I3.w2W--y9Zi04S9.B9q-d66.-26bB4-.VGHYZy|Сахарская Арабская Демократическая Республика|775 . 294- 0060
hyman|M|Surviving Civil Partner|9bvk.eR_@--.3.U.L-.QQk|根西|1.136- 7620933 
grimes|M|Surviving Civil Partner|_X2_.Cm.t3_@-I.-.xD1r.uB|Weißrussland|255-4749610 
remigio|Male|Widowed|"_"@D-15MzK1.m--Jed.x.B.FnSXHS|New Caledonia|972/1085428x.890
ganzi|Female|Civil Partner|_B4nes4c.920Kg_.__lF_2.2.x@sB15.33-.7x-oR43.x.Oyh|Rumania|938 . 2732882X1
nouha|Male|Married|_@[76.9.79.9]|Siria|231/708/ 3968
ladji|M|Divorced|r@a.-7QHZP6---E.B-.OE-Q-5-t3OA3QB-A.jp|Syria|(090).966 / 9281
henriett|M|Civil Partner|P_c2y_6b@s.k-Hb--BE-7-.qu.7i-.tQud|Corée du Nord|+1042. 492  3992
edi|M|Separated|3f_7fA.C_._@[0.76.69.6]|Уругвай|010 7150695
henky|F|Married|2.a4X.g___G_QV@k7v2-oj.Q.-i.9SH.vGyL|Armenien|+1 -(856)5256689
justinas|M|Surviving Civil Partner|6e_c.5@-.Q-.ujcMy8.--5.Bv|El Salvador|+1-(021)9658661 
labhrás|F|Single|3.26.8135Y_.0_@J1.Ry.M.5Xji.ME|Сан-Томе и Принсипи|1 -694 147 9251 
barbus|Female|Surviving Civil Partner|_.B.D_3._77vS4L_.U@N.DiD85EC-.-V.-G8--04-.gSmi|庫克群島|8170433871
nyai|F|Civil Partner|"u8_p_6_2.u_.DADM"@-m.-.sO|Guadeloupe|1(280) .819 3754
aichata|Male|Divorced|3.e_k3bSwW._M_.h3@1-.8D.5.3l.Avu|Grönland|1 036/ 0603960
taro|F|Separated|D@[259.9.0.8]|Chypre|(834)/0495710x.9
iarainn|Female|Single|UZt6ci5@--6.DX|São Tomé-et-Principe|074684. 9526ext0
simoneta|Male|Surviving Civil Partner|7@[390.88.77.855]|Хорватия|020 - 059 .1416
aghajan|Male|Divorced|8V.X.N49_p5Q7@A-3-16--yWKm-.v-.Ks.---AZM3-aw.lso|Науру|+1.298 039 1588 
bhikkhu|F|Divorced|3R9_.Cx@pZxk-4-qdX.4-8w7A-kWUiz5Rr-.5E3nFD.-.Hi|Saudi-Arabien|+1.722-253  6421
wim|Female|Married|_33m@Mx3--.Q-8.FA|柬埔寨|+1-(505)1768483
neptun|Female|Separated|Hh_@rR-Fk1a6--cKl--6.d61-z3.v.p-x.yxGc|Bielorrusia|+1(282) /6904527
holyoake|Female|Widowed|"p_.b"@-l05U8i.5.8v.o--WHo-.qQ|伊朗|+1(362)670 .8541
putro|Female|Surviving Civil Partner|_.t@-t-.GGU|Филиппины|1(865)/ 178 9124
luéyi|F|Widowed|49CA@[39.599.7.2]|États-Unis d'Amérique|009247  7394
takatoshi|Female|Civil Partner|Jf_3OC@-.-8q.1409.d.HORWdq|Saudi-Arabien|1-907  988 1223
erol|Female|Separated|F7837O23.Y.vEfxQ9_n.5Au.wA_I1_7_@c.--7-.---23.-.mJfD|Азербайджан|704-500- 5651
delwyn|F|Married|9tR3_@[941.75.959.8]|Bolivie|(455) 130. 7465 
early|F|Surviving Civil Partner|n.N.RUF._K.___@QOD6.---My.v.VqzJ|Mauretanien|(722) /6452756
scofield|Male|Single|_2@-.--l--8-q.-.o-1F-uB7a--.WPCpIj|Бахрейн|0160518550X.719
dorina|Female|Married|9.E@--8p.I5-r--5D2Z-MB---.BW.y7P1.Mmfj|尼泊尔|995 .4422944
elbek|F|Widowed|j.V7l_.wp_u@-M5-.--j.H-.-dz.Yd|新加坡|892-633- 3464x.6
freek|M|Divorced|5@WQg-31t9wBPKjp45.M2M1xk4P.fE--x-X--.Kc|Ирак|(245)  211/6821
ashwani|F|Married|x8_.w.6ZZ.Qq1@n0-zN.t.F.-4p.qCgmwS|Jordan|(448)677 /4106
jhoselyn|Female|Single|_90B1IP_.__@Ysqo1.Z22-28pi.d-27932.E-l-8771--3mnHQP.ieZEP|图瓦卢|(319)/312  5634
stephen|Male|Divorced|"Xv_Z_"@-i8d--.5-g6A0wY-.Z6-r.6Xug76--LE.ZYvfxD|Malediven|1(942)5594242x.1
kaloyan|Female|Divorced|K@B.i0CX3O-0gdWlrvF-.L.-.cVSwfp|Vietnam|615. 038 .4207 
rizzieri|M|Civil Partner|"9._n_W"@[5.838.59.6]|Russian Federation|+1.549 848.6971
vappu|F|Single|"d_7"@B-9J8vbx.0W1-.iC.6.TdWnJ|Mónaco|+1827 3643043 
aliona|F|Married|"1"@u-.rRe|圣皮埃尔和密克隆|+1439/542  6627
adur|Female|Separated|R@07Nnu9.--d-y-06-Z.8-XxN--lT-f53.-.HO|Катар|(320).229/3785 
haji|F|Surviving Civil Partner|_1V_.zG2.4@--i.j46.5--t.4.LZKp|Bolivien|(883)370 -3230
ostasio|Female|Married|6AzSG_.oTr_E@21.0-p--j--4i4--7-d.-j-p.V0.TC|巴西|1 (033) 4397603
bounphak|Female|Divorced|q.l20z3.53_._o34_lx.K@3M.t.q--.uB|Jamaika|(819)/7967356
benedicte|M|Married|"1.U"@0a6-uT4P.IW|羅馬尼亞|009.029 8009 x.0
minseok|Female|Surviving Civil Partner|2@720-s-cG9.8-458RkG--YG.d.3W-1U-p-.rSP|泰國|2604771755Ext 92
ihsan|M|Separated|d6I@-VVF-3xe.s.d-V.f-yd--F-Dcn3.yXOhRn|图瓦卢|763/ 0828358exT4
jox|Female|Separated|w__Y2a9_@8Qz.Qd47h-9dO.AOh9Q.--.AwfOhb|Saint-Christophe-et-Niévès|(417)-003 - 2578
ilduara|M|Civil Partner|"_a6__XH_"@hoJu205rue.2g0-.Fy|Turkménie|+1387/ 4626090x2
danelle|M|Separated|_.7.S1@umL44-.-I-.rK|USA|+1(436)387.0140 
emilè|Female|Widowed|76_7ZSw@-u-.6p-J.m.8-.PdGRx|Salvador|228.615-2883X 10
aton|F|Divorced|"F_5Y.Y._Oji_.2_Q_"@4t.DGRS|Camerún|175 540 4238Ext0
kuanysh|Male|Divorced|_@-.gpl-.-y--ssNrD6-.8s4VN.VnXiUb|Dschibuti|+1(308)  0030127
jianyong|F|Civil Partner|"Q_"@MZ.w-5Y-.--X3A6C-D.WN|Islande|1 (124)1880472X0
rossend|Male|Civil Partner|_B__@[552.5.7.580]|Nigéria|309-1013801
nichel|Male|Separated|"A"@-dg.f.L.T.TlLTRy|Sint Maarten|886  521 - 3584 
tiberiu|Female|Widowed|h@4-T-i.31-6-Dd.1S-E1-0.-5-1cx.yZxxgw|關島|(583)726/5965
guru|Male|Widowed|xp.193E@[19.8.465.23]|辛巴威|+1 /(069)6357603
mandiaye|M|Divorced|u4__X7T_@v3--.YS|薩爾瓦多|(865)-784 -2706
saadi|F|Separated|l5V.1@C.-.7-zM.--xg--26.IpN|Comoras|1 (830)628  3203
lupicinio|F|Civil Partner|J.gv.z_OdyWR3@8SO7.-.6-d2-tPUr8.M9p.aYT|Bénin|045  1797172ExT1
apea|Female|Separated|"i.m9_w1_F"@N-.cwzMv7-8V1--B5m.6mf-.hK9SJ-9.Un|荷屬聖馬丁|(348)2344670EXt7
hokishe|Female|Widowed|r2h.9__@84.8oi-x-0N.-0FK1Y-8.ym|São Tomé et Príncipe|(008)/ 837- 2443
holanda|Female|Separated|"_f"@-.b.cHFF|毛里塔尼亚|+1.449487 2994 
chomicha|F|Divorced|"_27Aojg"@[69.46.9.028]|圣基茨和尼维斯|+1(778)- 8348555
poghos|M|Divorced|3@38fDB-A.Tz-.3B0.V.Rx|Biélorussie|042/ 980 . 4563
hegde|Male|Surviving Civil Partner|t__.Wg.9___9m__.J.3_33_0gG@-2Bc7DTu-x26ZH-z.--CYUF.-tP8Y.0-4-JDw8c.RQhrT|N. Korea|(546)/ 0474158 
joseline|F|Surviving Civil Partner|88X@x1z4.K5--s3-1.gR|Suiza|419/9505883
zhongyun|Male|Divorced|"_._G__v2_1._4W_.p_A"@ZJ5.G-Pzy-FS-fI5.QG|Монако|078  744/ 3455
leonardowna|F|Civil Partner|B._fs@[8.909.631.5]|West Bank|(349)9705176ext0
pyotr|Male|Single|__sz._M@[2.7.3.3]|格瑞那達|105  073. 2888X2
nazma|F|Widowed|_X@[8.2.964.031]|葡萄牙|1 948. 599.2007
serey|F|Single|G@9Z1A.6-6D-t.l9X.-.atOb|Chipre|(777)/ 611. 8771
moner|Female|Surviving Civil Partner|Zhmr@-3dAn.----f.-07-6K.----M.qA|辛巴威|1 278/3034549 x2
atsushi|F|Divorced|_.l@Gfu.-.Lo.r-3.btN|英屬維爾京群島|1.809 .930- 9512
yahiya|Male|Divorced|_k._5_.q@[5.85.535.2]|Corée|021/ 041- 8507x8
jamyang|F|Separated|3_@[04.8.1.20]|Suiza|+1(440)/ 2527074
khadijetou|Female|Divorced|aw@-T-.6--e-e.-.--.woQE|Gaza Strip|+1(192)  6288264
acho|M|Surviving Civil Partner|CW.___@SdE.wJlo|巴勒斯坦|134-2431564x.799
hailey|Male|Separated|_d.0x_c@bCIk.8.xl|Äquatorialguinea|049-810 4643 x.7
sverdrup|Male|Divorced|z@[2.60.914.13]|Rwanda|+1(854) 124 8880
gelan|F|Civil Partner|4gOXfw_@r.f0.81I0-23.m.mRn|Эстония|(783) 829  9593
hüsni|F|Widowed|"7_4"@[3.7.00.00]|斯瓦尔巴|(554).881.2307x6
escolastica|Female|Married|7.CN.r@X2-u.2ATTe8-e-6.Eq|卢森堡|590895/4921
tryambak|Male|Surviving Civil Partner|VaJ99t@B39M4bc5g.Ii|Сербия|478086/ 6636
marietou|Male|Married|Q26__@-F-iN0.6k.--93Q.-l-.mNFf|Iran|015. 6720770
hrach|M|Civil Partner|6s@0-N5X9.0.-Bq.16r2.ki|基里巴斯|(270)/ 609 .7234
tajaddin|Male|Civil Partner|"I"@G.8lE7B.-6wa-c0.ng|Мартиника|1(823)166. 6561 
awtonom|F|Separated|__@o-1--amFh11-b.s-5b-3I--df.ZY|Palestina|074  825  9905 
coulston|Female|Married|"5_.K0MHau"@kjL.w-by81b-0-3M-j.8336.n.QfftQV|Вануату|+1(439). 9896238
demi|Male|Surviving Civil Partner|2.o_Gl__@5-OB8-K-42I----s.Kt|Etiopía|1(751). 343 0317
olatunji|M|Separated|a.8@[327.6.615.6]|英國|664 997- 8570X 0
kalil|F|Separated|k@-.21.-.i-L.bz|South Africa|031/ 4519217x 76
octávio|F|Surviving Civil Partner|d@P.-H.WMw6.-K0.oxZr|Cyprus|+1 936  807 6587
jendrek|Female|Married|w444._K1@40.g--.j1.4X.fHtTl|沙烏地阿拉伯|018  375. 5319
frenk|Female|Civil Partner|__4@[1.16.4.3]|澳大利亚|+1 983/ 810 7901
caverhill|M|Single|"Bg"@[302.488.2.257]|Afganistán|984.439  9793
doaa|Female|Divorced|"__nZ"@T.8-t2.u-.3Kli.tG|Андорра|+1(587).256/2034
yukihiro|M|Married|1@G.wp-.-IIk-785R-.F--LuIU3.nJ|澳大利亚|191-203/8627x98
jerôme|Female|Separated|8_9Z.E0_1@[3.02.9.3]|Islandia|1 434.2191158
salam|Female|Married|"Wy"@BOG.Uy|Qatar|1.501/8167749X21
kilyan|Female|Single|___Ll4Xx.F_d@[1.16.36.751]|Israel|446/ 570  3933
rozella|Female|Married|cGI2P.EI__c3R.W.3.5Rg5__@[87.6.664.194]|Kanada|+1 (341).2317324
sparapani|Male|Surviving Civil Partner|"_Wh_V9_3"@7t.9.C7.o34.SAhIid|Bosnien und Herzegowina|+1 787/ 751 2008
marshall|Male|Civil Partner|_.j2h.w_@[4.98.038.4]|Cabo Verde|(732)410  6946
sadurni|Female|Separated|52V@[5.950.11.9]|馬爾地夫|(967)5347781
filpe|Male|Widowed|12l9.ieT@pM.I.pU|Mauricio|+10801124943 x 2
virginidad|F|Civil Partner|570T@--of-GGv-t57-C1P.-iiqL-.Bfsn|São Tomé-et-Principe|(094)3808712X11
guangliao|Female|Divorced|"or"@-.-.3-.-x-H3hm-.wk|Kroatien|(216)  822/ 0870
paša|F|Civil Partner|_._@[56.31.76.51]|科索沃|530526 /0797
mogere|Female|Married|nL0_.3N._@--H-o3-0Mtuy9fJT.HoD|Токелау|882/ 034-7391
fahey|M|Widowed|9N5L1.__.12.oY_.0ezAT8AM@-v.r.-dIG8z63.-B.My|Griechenland|110 501/ 6531
sephora|M|Separated|o_4@--Y-n2-t-0-.5A-hu-sq56cU.-dBzL.C1G0.cmE|Maldivas|130 .8538427X. 4
kōka|F|Surviving Civil Partner|_@--bgUVs4j31j.--.6N-----s-dW.J.DIPpob|Islas Pitcairn|(326)945  8039x5
israa|F|Widowed|O@8-.uU|Sudán del Sur|(078) 699 / 1102
tiju|Male|Married|47.2@nT9-p9-.7-l5Wg49.-2i5Ddw-y-.L.gzE|Ngwane|1/(027)/ 1109239
dietmar|Female|Single|C8@9-5e-w.s.9--M.0.ko|Cayman Islands|2853028213
tidiane|F|Surviving Civil Partner|"G_"@g1-A.82a.k.Ny62.bhUA|羅馬尼亞|+1 (027)/8018625
sosefo|Female|Divorced|XJ013F_._@t441YGij.T--84-.48.C-6n.AYZ|Guam|1(117)- 663/1196
szonja|M|Civil Partner|"_.d_K2R"@-.V-I2Cs-2KcC-g-FD.mvv|Зимбабве|+1.(229)973/0938
madelene|F|Separated|"_._59.U._5_.Hm8"@[4.689.8.4]|義大利|192. 090- 2621
jamshed|F|Single|uB_aB@[13.8.6.762]|Saint-Marin|1/296172 . 2853
veerabhadram|M|Divorced|I@q-6-i-I-7--3---w.46qm-.uL9.7L5I.EZXfXB|马里|+1 (404) 7869698
besnik|M|Separated|u@1.pnl0k-R2-K-.-4k.R--4-t-.scAwFH|Ukraine |+1 (055) 0634566
friedlinde|Female|Divorced|zj7_7k__@A030-.0F---s.-g8X.U-nmyn-w.Pkf|烏克蘭|016  071.7332
skafte|F|Separated|_tP@6Hwt8tCKWoBO.-5.Y-.4.zOnh|Spanien|042989/ 7312X758
ehivet|Female|Civil Partner|t.C_._._@[7.2.6.9]|Reino Unido|(864)629 5808X 2
guosong|Female|Divorced|"LK3m"@3-YXA.P851.--S.-2LI.eFRN|Майотта|(583)852 9179
tift|F|Single|_07Bv.u.Ji@O--.d7.H1-S--5Bv.WpN.bOiBwp|东帝汶|+1804 053 -3358 
sudan|Female|Married|1._._A.0_81@[9.3.8.9]|Sainte-Lucie|116/ 478/ 0386
koray|Female|Surviving Civil Partner|3H@X7E7II-ug7FcwM-u.Bg0.e-Ov-P0-5cu.B.imf|Comoras|(955) 894 -7688
wensheng|F|Single|_@2-.-j.5a------CnGX-u.4-.dU|Niue|858 -8345211x.46
uliti|Male|Civil Partner|CY._6@DfZmPU.M.S3605-3D--h2n--f.6-e9.YyNO|圣赫勒拿、阿森松和特里斯坦-达库尼亚|169 /8578780X4
virtuosa|F|Married|s@---9-A-rs-5.8s.X5-.B.SzloJ|Туркмения|+1515 983  4562 
bedichek|Female|Married|"L95.378U0"@tN-WLNpW-.AQ|Burkina Faso|766.230  1546
mandi|Female|Separated|_CHs.0@0.V.x.-ML-y-.djH|不丹|378/410  7128
venkatesh|Female|Civil Partner|s._rv6._.6@M.2.xr3.5x.zyFI|Багамские Острова|408 .786 - 4136
chagas|M|Separated|_7eU9@k1.Ri|Ватикан|(073).8399923 
tasnim|M|Single|3e4@Od-b2-P.336.9H5-.-q.YV|Thaïlande|+1(715)8093929X4
houssame|F|Widowed|8@1Z1--0p8-J8--.sSD.i8.I.mwKDGu|Armenien|+1 -(470)5376187
