colName_FirstName|colName_GEN|colName_MARITALSTATUS|colName_EA|colName_COUNTRY|colName_USPHN
alīda|M|Surviving Civil Partner|Ua.__d._m99tF.v2@G--.eDp-Gy-9l-o4t20-.59P.g.jh|Croatie|822-718 6574
aljamain|F|Single|_I_3s@-.0Z88.--.34.jri|Мальдивы|623 384/3921ext4
lamoral|M|Separated|"s_C73p.9.k_"@a.-.-.mbguSJZ.Nmw|瓦利斯和富圖納|+1899 102.8902
anandraj|Male|Surviving Civil Partner|y.glgdg@5H8.O.kY-4.-B--62pt-X-IJ---.WxF|Israel|1 936-8003479x88
yamna|Female|Married|yE@1-.CB|Ireland|(681)  7076232X6
yoshito|F|Single|m_p8hN@TG5.0N--mRu-lM.4.eU-.oeR|伊拉克|(360)4903298 X.3
loh|Male|Married|"_A__"@k-49KI---bMSXqx.-.01.3pe.wdPS|乌兹别克斯坦|095146. 2436
floriana|F|Civil Partner|8@-.-.-03.a.GYly|Mauricio|251  523  0607
daniell|F|Widowed|_ay._4I@5.rI|伯利兹|+1(507)  3833178
falgas|M|Single|Z4@[2.8.3.3]|Bahamas|(792) . 224/9128
malkeet|Male|Single|g_.1__.Zr4@-.v-411G.Fg1.0.DE|伊朗|026 195- 4195 x2
ramutis|Male|Civil Partner|Vl@Vp.AM.4.-U2AQ--6yKADY.XoBKRI|賽普勒斯|(377)-7954426 
freimut|F|Civil Partner|3R.w@Y--h53-meHbnm1TT.-V.D-3.MN|Îles Cook|121307 9366
deiane|Female|Divorced|"l8d.k"@j.w7--6-6w.JA|Osttimor|153 / 726- 4357
amousse|Male|Single|_Rgl@s.-7020U-.--0g-9-42.Pu3r.PK|São Tomé e Príncipe|(756)373/ 3101 
kheireddine|M|Separated|8vNK_Mbd@-.17.o--8VCd.-.LJTUe|Israel|425- 736/ 9816 
up|Female|Single|"4LQD_q_.jG"@-TL.fB|Peru|1 /197 - 4941494
zorayda|F|Surviving Civil Partner|"ng2fM"@[9.220.37.499]|科科斯|047402 7861 
shilie|Male|Widowed|"V_.FK_9Kt"@-w.-5-0---k--R8ES0-.-w9-.--h0-.vWS|Western Sahara|671 . 284-1491 
airong|M|Civil Partner|"Fs"@[4.4.1.9]|哥斯达黎加|029519 4286
fidenzio|F|Separated|ONp_@9i.X90-R-b-hw.-6.-.PFj|Saudi Arabia|736/363  3799x 4
avindra|Female|Civil Partner|7@8UX.7-WV7x-.-712AT.-.sVrq|Libye|0836413723 
brianne|Female|Married|7Jtu3wH@[340.22.509.9]|Indonesia|055 /798.6112
danan|Male|Widowed|z9_@8GCR-8.27B0-mjx9V.9fSpFEL.V-4t.NY|Camerún|1-(532) 211/8216
olivia|M|Married|W_qp.__@8.-9U5.0.SS|阿联酋|1(406)035. 8018
bouthillier|F|Married|O5@[9.2.75.117]|北塞浦路斯|1(938). 802-0544
mosey|F|Divorced|_BJ.8P@eXf4y-szM.-.L.D--y-d3-UY-.igU|Guinée équatoriale|090.6061478x3
daughn|F|Single|124Y__@-o5Jj9b5.MEk|Libia|1(109)216- 6269
ogechukwu|F|Surviving Civil Partner|_E.yA_._@[8.5.404.4]|Armenia|+1 292  9015359 
claudino|M|Divorced|9_Uu@[654.5.16.748]|南蘇丹|(777)  237  4562
lowten|F|Widowed|"vx16oj"@l1b4--1LbXl.Q.g7nE.aK-I-8.iR|Гернси|(056)3175016ext9
quazi|Male|Surviving Civil Partner|Rr7HQ@x4X.JmY-UW9.ilx|Маврикий|(528)832/ 0884
eolo|Female|Divorced|_@7wIJ--.--Dp.S.W-.KV|澤西|981  901.4141X.0
kinkaid|Male|Surviving Civil Partner|0FJ@Mg4JuVTBvM-6-.qae-Ia.4S3-.xiS.yfXZ|科科斯|(821)- 364 -5124
maikash|M|Civil Partner|yJ_Nk_.b__pql@XXFiH--.Tl|Гайана|+1148626 . 2368 
malinda|M|Widowed|J@7.X-VTWrO.-Y-N-4.--hA.nlV|Deutschland|1(297)1920171X 0
masaki|M|Civil Partner|"_"@[0.5.7.3]|Etiopía|659/ 878 . 7022
marc|Male|Surviving Civil Partner|2@C.o.6Ae-5.l-E-xpM-.URFxI|法国|(112)6115046
jakes|M|Civil Partner|p2Q.9_@[4.1.344.79]|China|+11321447564x 06
shelton|M|Civil Partner|ep._1f_.S.h_.6pH@4-.35G6.--4J--z--.07.mm|日本|+1 /723 .9156550
pranė|F|Separated|_4oP@q.O.Y.vp-5Gs-.EbaIRM|Grenada|1(392) / 0138399
cede|M|Separated|4HK___.r@tU-p5BF0uH-WO3K2.y--ecn3.---O.-d.gA|希臘|(761)4211195x7
christobal|F|Divorced|uV.__a.e_W_VQ__@A--.ha-QPT-.gM|孟加拉国|+1438858/ 7915
baataryn|M|Married|"h._jD"@[59.13.29.7]|Vírgenes Británicas|091.556 0150eXt7
frederikke|F|Married|"i_.5"@--3vSP-.Q.e.z-0R1o3a.vE|St. Kitts und Nevis|010 5837583eXT 0
dhruv|F|Divorced|S@---Z-gqy5M.sh|ÉAU|(976)281-0975 X2
moa|M|Surviving Civil Partner|_._@u--T4-1y2.8.3-x97--U.---L4-xxd.Nve|Bosnie et Herzégovine|(688). 989-7368 
tank|F|Divorced|K@[925.3.1.2]|开曼群岛|(596) /409- 8883
azara|Female|Surviving Civil Partner|5_x_0pW@-eaLu0--W-X9F.0.c-.-29.JAZSIZ|Wallis y Futuna|0344255166X7
hayrunnisa|Female|Divorced|_3@[35.004.2.5]|Slowenien|1(441).305 6171 
naeem|F|Surviving Civil Partner|4_P2JS.3T@-wr.-3V-.Y0x0.DN-ez-.UA|Мьянма|+1 824672  5197
perren|F|Separated|"1U.85ub.N7.t_"@-9h-26SnFzh-9mGp.w1oL.nc|Коморы|+1 (815)032/0048
yunzhang|M|Married|9_@5-pSJP3-ggKWI9f3.-8-9.-1.r9-AW61.QQVv|Bélize|070/5426187
ozjasz|M|Divorced|S@RuC5u-ME46-5BCK6.-2p.--5gP.5.eZCgpc|Kasachstan|1/7950125032exT8
feni|M|Separated|"9B.f"@XC-.O-Dty2X.6.m16A18f-ZN.oNqEj|挪威|011 861/ 7809
hegoa|M|Widowed|__5@rJ-D-.w.jR.bXFvfT0-9U.OQRmQk|Zambie|6078878343
sira|F|Widowed|1s.Y@ahD.-9o1.3o.0.XzjM|Saint-Kitts-et-Nevis|(243) / 079 6591
donita|M|Separated|NV_@[0.190.94.70]|Azerbaijan|(418)702/9652X2
catchings|Female|Civil Partner|"66"@q.5-.-49.P-.KHHXBc|Kazajistán|0283199466eXt843
yvetta|F|Civil Partner|"_"@95m6-.N.9.L-qa.ze|Jamaica|(176) 9381509
vasik|Female|Civil Partner|4_c@ocZG--.3-77D.YY8---.n-e71KwE-MU-t.scW|St. Lucia|+16655769319
ünsal|Male|Married|S.sG_y71__@--544q93-.D.y--.76Q26wt6k-.GLR|Камерун|098 / 946- 7529 
izar|Female|Widowed|__oB@[1.3.85.45]|Salomonen|9345679374x. 88
guaro|F|Married|9FC._mI._74@-Tqu8X-AX5n.kl|Гонконг|5697086536X 0629
imrie|Female|Widowed|s@2Np10.24.S2pZ3-U-02-.--3e70-UgU4.qEY|Central African Republic|841 216- 6926
romice|Female|Divorced|_0T_t9_6@[63.461.13.5]|Camboya|+1090  169.4156 
muktar|F|Separated|Lhs@6b5P9Y0Dq1OT.lX-z.-3ne5564.0iKS--.Abl|Simbabwe|068/ 822. 7253
tập|M|Single|366_aT23._RD8_@eMn7a--RW--Jq.Vx.W9Fm-t-1-2-Cc8.E-N71.FjRtE|Somaliland|1 396  149 .8350
tatt|Male|Married|0_._I7__p_@1.-.-H--M--J.-.ndb|爱尔兰|075/599 /3174
momodou|Male|Single|YR._._.__.Od9I5@-p9Su8X-Ws-5.zk|俄羅斯|317 /530 -3151
petrik|Male|Divorced|t@[7.36.37.588]|Timor Oriental|841 902  8248X8
sargent|M|Married|_9@s4038.F7-DQvJ-o7d-z-y.---9b.-1Sp-.pk|南非|632 055 -3786 
shula|Male|Divorced|1.Z0sng@[1.021.927.5]|肯尼亚|(756) /482- 9017
gé|M|Separated|6E@Y.00F5z.nS|匈牙利|011033/ 0617x 52
zinka|Male|Civil Partner|ch@IeY.S-G.-T.7p-a.TLy|科摩罗|(813)  4801166x4
gerty|Female|Civil Partner|j.b.7c_@-1N.12qG3.5.u1Ph-.mXtvr|Burma|144.167 6763 
heriberto|F|Widowed|90KEW@-NyUz-.UXi2.-.-058AwvsnGw--8-8.gT|Congo-Kinshasa|1(190).068/ 9220
feras|M|Single|7@G3J.2-44b.-3z-sD.n.XC|Lettland|497.821 4919ext3
bemamy|Female|Single|N.1R@X.q.-5s.4-q1o-A.hqU|Mali|359/8258193
trevillian|Female|Widowed|_C6.c7mE._EO.g5AN@Kync5.h-P.-E.hl5.Db|Japan|1 -(572)-4061243
eduvijis|Female|Divorced|"D__"@wc--LS.J68zk.L5--6.-S3Mct.ABWPMx|Гвиана|388368  6492 
sawsan|F|Widowed|S@hz-2.Z23.p49.d0w0Y-D.JVukfq|Фареры|(651). 385  1863
couto|Male|Single|C.m@[94.0.083.82]|Belau|+1(638)/ 6452196
danae|Female|Divorced|T.o@w-.s.1--.-24.UX|Гвинея|375/922-4553
joy|F|Civil Partner|"bsj_Gb"@[6.1.1.3]|Belice|410 - 002  7321 
edinanci|Female|Divorced|W@3r.H--bj4.hAd3f-.-H.Qnm|Republik Kongo|1 .(077) 6602637
amed|Male|Widowed|GK.Z@N--.4.-H-.--e-08-YS.QKIY|Mayotte|(441). 657 -2058
narda|M|Single|H@[4.779.676.22]|布吉納法索|1 (717)597 -2687
meynell|Female|Civil Partner|_.4z_n3.x.__@8.4hHb.K.AMI-.FW|Bosnia and Herzegovina|1(938) -788/0564
yohou|F|Separated|"_K"@--1We6-A1Nqo-.sFW.-Q-U--.2o7-K.yNQHN|Того|043/6351905eXt97
frankz|Female|Civil Partner|b_.Ua_@[7.521.910.8]|Mexique|(995)0486467
klaudiusz|Female|Surviving Civil Partner|u.Tuf0__2Q.Op5@-.7oql0k20.F--.-USZ.xWf|Saint-Christophe-et-Niévès|1 (790)574- 4730
benwell|M|Civil Partner|z3uoJP@-M.ur2hEx7vp3un-44Z.iT|希臘|298.0754449Ext51
yazid|M|Civil Partner|P@-9J0.f.3--Stnn3-C.LH-.CFjmP|Malawi|405 803  2009
brindusa|M|Civil Partner|G55x@5jGv7-bn6-33-W--.-862ro1.Lo|São Tomé und Príncipe|828 /1058311x7
kinda|M|Widowed|"L59___tB"@-.A-247.y-g0rT0.8r567j.sC|Саудовская Аравия|024958 - 5703
kariel|Male|Married|"C.adW.Fh_"@Y.-W-y-GcsB57H.LV|Гваделупа|057 .7981074X 38
sachi|Female|Civil Partner|zU@a3A--o-Jiijeg.--.-8Rw-f3C2STO-6.w.IkhosF|Túnez|0859641132
davinder|Male|Married|"_1_"@Zs.-MnlkP.x--eV.kA|Albanie|(625)6171398
roycroft|M|Civil Partner|"y"@-5.r.5-9----.-1-F-5---.ZpcGg|Cook, Islas|070  684 2073x.3
matej|F|Widowed|"el"@g-54jJY--.rH1-.Hmr|Turkménie|+1(784) 851/4240
jeanny|Female|Divorced|__.8.N.K2.u_@---8-eba.d-.4.P.aQq|Гондурас|814. 5398529X 5
aneirin|M|Civil Partner|___2REjV.j.6.aNi.3t4x1_9@4-1PU-xH4.k.-t-.d.PCc|Inde|022496. 5622 x 1
saco|Female|Divorced|_h8@sl.fR|Argentine|(151)  1259075
janosne|Male|Single|i_Q_@9WyG-wG-Qwh.z.5HZ.G2-f3.XTde|Bélgica|093966 . 8953
biyan|M|Civil Partner|_.1.A@[9.08.6.14]|Франция|(270)011/ 2254x1
gurutz|F|Widowed|__@0.NHLI.-.k3V-Elt.IR|圣卢西亚|099 345  6332x.4
kanakanahalli|Female|Widowed|5@c.-mV2-l.4bBYbgl.0-.EINi|Argelia|106263 .5180
brezhoneg|F|Civil Partner|"6"@u-d-.iOlR--I.b2-9.Wz|圣马力诺|023  265  8705
andrianavalona|Female|Married|Cj.l.R@-.-i.--m.W5b.La|Экваториальная Гвинея|1(904)-4207566
tindaya|M|Divorced|D20_.M_8q_@oz.--.B.dL6---7mB.aUQPeY|Färöer-Inseln|(458). 1545908
titiana|Male|Widowed|e.Np7Z@[0.8.362.0]|Испания|650219.4718
diocleciano|F|Widowed|9z@0ECD28n0.49---NO-AC8k-k70.9nNFS7kv.pH|瑙鲁|+1(637)591- 9628
deral|Male|Widowed|"34_V.__"@0-0o.N---nn.o.J8-j-b.OC|Туркмения|+1.(366) 9358210
ranalph|M|Married|UBW7B.__.Ez5S@C.wN|Гватемала|036- 3932194
savannah|Male|Widowed|8_q6@Qm-F--45.4-7j3AOT0hn.-.v4.oez|Singapur|341178  6575
iuliia|M|Separated|26_.M@DRfO2-U6c73gEw6.se|Bénin|975- 859  7672x4
miguel|F|Single|0_.rsZ7q4.d@8t-g--W---.-k9-b-194y.--vC6b-l-u--r.-7--.DHR|Украина|003/ 434/3349
deepa|M|Single|tF92D_0j@p.9z1BN0-OY-b-9-.7-2U-bw-.fz|Afghanistan|(148)  293  5309
panduranga|Female|Surviving Civil Partner|H7Fi@j5e3.-n--Q.9.u6IEfwk2-Of.mY|Érythrée|(405)020/ 4790 
lizi|F|Single|"68"@b3-2t.0s35K-.f.Twi|Turkey|098 062  9689X04
dick|Female|Married|_5.4.CVrYz5._8J__@9xOQ.-I.O-r-.U6.FXiv|Nueva Rusia|(518) 0577618
daidō|M|Married|0LI7V49u@-0i.ox5-0-ycOGq.6-j26-i.-i.ME|哈萨克斯坦|(304) - 160 1981
massaer|Male|Divorced|RE3@[77.8.4.447]|Perú|976  702/ 1903X2
khaled|F|Surviving Civil Partner|q5__0_3_._L7S@nM.O7HO6V.7-28-8-6-D-eQIpc.K.MduoZP|Свазиленд|009 098/4381
elbek|Female|Civil Partner|_@[373.65.23.2]|Виргинские Острова|+1 .365.602.8339
ceres|Female|Surviving Civil Partner|"G"@3-2-.2.1qy--T-.9.dm|Оман|(872) 180 7171
melda|Female|Civil Partner|4.9F___Ef4.S_N_405f@72Z-hwj6.j-6T-7.p.Jh|馬爾他|+1762179 3471
jiajing|F|Civil Partner|_T_x_.5.Z.ao72@M6a0.3-6hB58-Ok7.en.8K4V57-R.FRg|哥伦比亚|086/2803502 X.14
cécé|Female|Married|Jw@9-.4.8u19gX.C.CR|Колумбия|(718)/ 4189239
kait|Male|Married|3al.k@J751--v-g-.rny8.mB|EAU|+1.(812)-0260810
gerdemie|Male|Surviving Civil Partner|M@-P-hi-aY22.Hf5feY3.z.E6-P.vd|多米尼加|734 3407334
aikaterini|Male|Widowed|H_@2t.G.5.ll|Нигерия|810/105- 7516
christinia|Male|Single|9.f_.p@fVqCh.4HqV2-CS191x91.p9L--0dK.6-W7--8-q-.oFi|Kongo, Republik|(321)255 . 0727
datu|F|Civil Partner|_.zK5._C.oM__@i-4-yV-.n6.h.Q--.UDQ|Italia|(294).008/ 2187
luztolde|M|Single|"W2"@00-3.o-W0a4k--Ds2nN-.--eEm--0x.-.lk|Токелау|(455) 0567925 
geetanjali|M|Civil Partner|D._@7N-8.a0.z--.T.DvqVAP|Lettonie|1.770122  9826X9
mosco|Female|Surviving Civil Partner|TjT.k_@-kxtHV.e.fz.Z23t-d.hO|Болгария|017978-6933
fontao|Male|Married|335MfI.Q9.j5.40.8V@w0A.-.e0V-RX.i3i1---r.BF|Yémen|1 /374. 429.6014
sonning|M|Divorced|7N@[9.3.8.97]|塔吉克斯坦|1 /438698  4322
quade|F|Divorced|o@v.a1-O.hLj27M02-.-.heW|Jemen|1 (672)007/ 1625
shana|F|Widowed|b@9.a----i.28Or4.3PdI1W9-a-.NERSxT|義大利|108/ 712 .0407
kexian|Male|Single|_._ws1__j_.tE.7.__S_Qa@A7E.k.-.X-2-.qQI|les Tuvalu|(310)693 7333
escelita|M|Surviving Civil Partner|8__@[711.486.97.109]|Salvador|1 988-580. 3811
jahel|Male|Divorced|5.6@[3.0.973.5]|Korea, Nord|+1(496)9520040
arelis|M|Surviving Civil Partner|Mb.9972yu_8.__N7.fs1km@[79.8.082.83]|老挝|139  317/8312
ghofrane|Male|Civil Partner|8_g@4x---y06CB.-.iAU|馬爾地夫|+1(534).8885397 
janssønn|M|Divorced|98AS@-3.z-.zfG|Ирак|(073)616-2294x 9
milton|Male|Widowed|"_s__Y.iy"@vF4-.U.23Sv-9O.-h-.MS|不丹|(835) 177 / 1849
yaneris|Male|Married|H@cl7Zdq--.q.n.S.FnbCy|Сен-Бартелеми|1 /630.3523999
meynell|Male|Married|_d7d@V62H0.e.5m.h1--t59L.GyK|比利時|(706)5449124eXT8
cuiting|M|Single|deI___._y.I8_YL_@-oo8iF1-W9-4-8zF.h2.-l.ed|New Zealand|700335 5477
yuxin|F|Single|0mk@f1-.76x-.s-U-fIC-.LX|Algeria|+1 (533)742 3879
libasse|F|Single|ZNW@d.O.n--46.5.Fch|几内亚比绍|094  543 0093 x0
aidi|M|Divorced|f@4-YGv.-.fR.v.ut|Иордания|(372)842- 3003x6
babken|M|Married|__8.8w@caQX0.uN-.Cnk|Deutschland|(692).5962735
rosena|F|Separated|21_@5-.A3N1zTC.--x5-4.6I.Ki|Timor oriental|+1-015  995-2363
zenon|Male|Separated|gO99z.Y.E.p.23_m@O.Qe|Norvège|(006)-674 / 3501
secundino|F|Married|X._@F-.TRdN--UTq.W.0.ax|Dschibuti|268  427 - 5464
bidia|F|Surviving Civil Partner|_@F.-6f-.on-.aXR2--ZKV5.TU|Argentine|(705)4676750exT1
meiksins|F|Surviving Civil Partner|9@d7d--.S9A.8-o.0W-V-.TUl|Габон|1149/556  5785x8
dongfen|Male|Surviving Civil Partner|__T_@[66.5.9.9]|The Gambia|(217)315/ 8543x3
zoubaier|M|Separated|W_6Ro85@A-aVM4f-7.EyiK|Costa Rica|(966)  947-4913 
eisenberg|F|Single|"8_4"@iXFc49a.zI27oxOhB.Q.b-so.ui|Гондурас|060631  6374X5
mahdjouba|F|Married|4@dVTI2.---.IP|Équateur|+1403467.0143
kéba|Female|Separated|m@yTh26-37D8--D--A.--Ai-X-.B-.BE|Îles Maldives|0015840440EXt9
ellesmere|Male|Separated|2._zS9.htD@Hw2U.ny-.-f.u5M1DIRFn8RsE-Eh.ZNMIU|Volksrepublik China|574/ 8640001
cathi|M|Civil Partner|"_.__"@-0.-e.4.-r---ISPTrKP.SOR|Грузия|1(040). 1761347
abdelwahab|M|Single|____j_.5D@---Z.7tY9X7-F.d--3h.-8-N.wIS|巴拉圭|397. 1172114
sardar|Female|Separated|s_B_@oPeCm-.-8.05J1QQ.y085j2312-22Glf.im|關島|+1(499) -9517833
analeigh|F|Married|dh_@8--9B-X3.Yd|Гватемала|1-797417 0086
saakshi|Female|Widowed|"X.4_.r"@[78.62.32.84]|Angola|(147)975 3165 
ashu|Male|Civil Partner|8.V_@-H87-E.Ux--h.w---B4ZL.-.fVeDCo|Schweden|047/481/1972x 03
lilián|Female|Widowed|S@4W8.-3a-XP8--Q-C-HQe.ms|Канада|091- 6916275EXT6
howard|Male|Divorced|L0.0.ls_h@[57.7.4.0]|Lithuania|107752 /2037
meiying|Male|Divorced|"O_V_Q"@-ffY--.kX--h864.wU.Wk|Zambia|978- 223 . 4926
mantas|M|Surviving Civil Partner|_hQ_hA.Q._sW_P@k.l0-0eSHje.n.nf1M2-.jXmM|Brunéi|121  820/8239x.3
koroku|M|Surviving Civil Partner|b8mf_@v-.F--RJ1A.g.46.jeLV|Чад|617101/2946eXT.0
kiet|M|Separated|rYcUk__B@[7.91.5.4]|波蘭|769 106-0014EXt1
yuxin|F|Divorced|9.r_Zl.bT._@VL.X.-5-L0m3p2h4.2-5P-.oHQWlr|馬爾他|+1 (093)-0919612
tapiwa|F|Single|"A_3.J._.x._"@2uB.m4Yjr.w.qP|Norfolk|+1502683. 2927
abdelwahid|Male|Divorced|3.d__.1.F@-nL68-Ia-ZdU.U-.5-M-5.k1-.vd|利比里亚|+1 779  368.5642
navi|F|Married|jUWs@6H--9uV1HR.u-LB-.2-4-m.-d9n.qljSLn|ÉAU|1.109. 184 /5210
donel|Female|Single|PN.pvZA_.Q.n.__tb5@0Be-U.Ypy8g-k-4R6n0-x.8.-Y-m.QMAu|美國|046272- 2041 x.5
maroan|M|Widowed|3p.O7.T1eu_@[9.31.8.62]|Algérie|033 / 734-3896
eladina|F|Single|X3b_6_M.ee1@9H54-Z.r.-N.Uj.RzTDMO|Indonesia|165-106.0048ext5
dheepan|M|Divorced|1@j.D--dY-w9Lb2.-9A7.TNL|开曼群岛|+1/915/806 3323
aiju|Female|Surviving Civil Partner|"__G"@[54.2.769.0]|Hungría|941 373 /7464
lucillus|Female|Surviving Civil Partner|"_2U_"@[3.48.1.3]|Brazil|(589).6536983 
carmiña|M|Widowed|0m_@DiF.-.607j.6---.vp|San Bartolomé|463  919  0637 
eteri|Male|Separated|U4Y._@Yy-C.K.4.6y8S-.atC|Кирибати|631514 2784 x4
avetik|F|Separated|_._O9_1k_.5R._X6te6.l@3.0mxi-LP.k.21---j8-vZV-NS-X.eKO|Кирибати|(066) /713/ 7496
vidmantė|M|Surviving Civil Partner|382gF__@D-wHM.9-78-j-.3-5.9.ap|Польша|1.(918)3573279 
jiemin|Female|Single|vO_a9@B--JtO--UE2-.2cl-9893-80-R8-g.-k.eGb|Caimán|(300) . 879 4082
houran|M|Surviving Civil Partner|1g.Uj_AA8._.s@2RiW-.yK|尼加拉瓜|1(521) /1258196 
turrell|M|Single|6.56__5Xq_.36.J@9.2.-k.AY6V.iiW|馬其頓|098 1652748
vytenis|Male|Surviving Civil Partner|87@-.q5.-.0-k-j-.pNAQF|Timor Oriental|(131)  199- 5808
achkar|Male|Civil Partner|w__UlL.wS.__16__@---uu.-.X-46YK.DK.buzTIN|Équateur|595. 457  3473x7
arron|Female|Separated|"d"@B.6.--X--E31.8L-5c.hTNn|Russia|903 6315222EXT 7
arissa|Female|Married|dY_w__k@tsR0.P-.434Vid6y-16-.Y-j.mVb|Somalilandia|+1-488593/8586X9
beeman|Male|Civil Partner|9s._@[5.8.1.4]|Taiwán|(935) 725-3610 
sukhjinder|F|Separated|C_@PC.-n-eix-QoG-9B-U-.r78.za|Morocco|+1(978)/4203583
karyna|Female|Married|O_@[7.0.472.193]|Mayotte|(254)322 3836
blayne|Female|Married|"G4.a"@[6.7.6.49]|瑞士|047 1622570Ext 1
andis|Male|Single|__@4G.z.HXU.e29p.hFS|吉尔吉斯斯坦|088953 / 5966
naeim|F|Divorced|4A7vU8ba.hX.se.__j8@P2I.o--XO-i68645--37.-.g.Jtet|Brunei|078660- 1522x 56
margareth|F|Surviving Civil Partner|"lO2LVD._J"@i.--J--d.--.2-Ser-hENn.OX|Brunéi|(776)980  6567x9
choling|M|Married|m1G3@1u6-h---0.6-.N.Hk|Maroc|+1 (904)/3924929
vegar|Female|Widowed|"S"@-3k8p-AG.ei|菲律賓|0297038256EXt3
astrit|Female|Separated|_Q4.5@x3C--k316--3ygMq.2-7l-.5r1.8-U-5.KT|Фиджи|(597)848 3760x 7
hikaru|F|Divorced|yQHlXT5r.A@[51.841.608.6]|聖多美和普林西比|1 (631)  5218751
avtandil|Male|Separated|"Y_7"@2p5-.C.PXUi6-.9-ob-4KF.VMP|Саудовская Аравия|(188)-937  7485
success|Male|Married|ue0@-I37Z-.h-QwUQ.W4.U9-k-.Yx|Ouganda|+1513 . 662 5031
holl|F|Widowed|__._.iy4_Sz_E._.h5@---.YXE7--.-o781T-1.-2B8-Y4h.cIi|Сент-Винсент и Гренадины|495 842  8372
frolovich|Female|Divorced|___v3B@d-J.-6kH-7KdA1B-4-SZ.-U.2-9en2H-.ahcB|Германия|1.035229-0444
chasity|F|Divorced|T._4p_@k4.7k-.--Y.AD|Кабо-Верде|016/579.8833
sojourner|F|Widowed|_X__D_._4@G-a.K-3.-.--.dZILt|Santo Tomé y Príncipe|5168382285exT.7
rui|F|Married|TT9.541N.Sb@T-nc0.2.-5locnn7Ua9-9JB0.x.pD|Швеция|+1-371  769 7289
kuber|Male|Surviving Civil Partner|V@e--a-2.-x-4285U4F.3h.0G520-W-.lOuF|Togo|074 . 8554445X.5
jonel|Male|Civil Partner|D.by_A__79@-G--G-.k-i-9-.z.-.hVC|Gabun|260-247  6612X 5
sinforosa|Female|Widowed|595k_@u.qt|Biélorussie|(207) /984  9025
valin|M|Civil Partner|_7.1s@[7.11.47.71]|Bielorrusia|0579384629 x.324
ravela|F|Divorced|"3_D1cC3Q"@[324.4.042.12]|Nigéria|1 (112) .1905947
sigvat|M|Divorced|b93@n-.2XG.gB.-33.Re|Йемен|997140. 4728ext1
tayri|F|Civil Partner|1rU_.lX.T8M0@1D5n---CQ.sd1oI.-z3--.G-.wU|Birmanie|+1 887194 7798
yraya|M|Civil Partner|U@-fy.1P.9s.-p4CQ.isf|Côte d'Ivoire|(963)332 1159
waleska|Male|Separated|t6@-j0--v1-.3Y3m.e--b0-0cA.qq.schEQ|Islas Turcas y Caicos|0220143311
abhash|F|Divorced|__@---.m.g5.V8.FcGK|Уругвай|660510.7659
crescenz|Female|Surviving Civil Partner|GgX.1._A_._@-m-.0LH0R.mz-.-603d9.JYhb|Curaçao|+1 -801991 9714
jayaben|Female|Widowed|Uw_.q0L4tK.dV5@i.hF1S38K-spN-4.-b-8JK.Md|Bután|+1.(001).3835285
rikissa|Female|Married|U4_p._S869.S.uNKPb3N_@-r.5nr---4.NW|Israel|(529) .602/ 6859
ottorino|Female|Married|Ox.Z@I.X.Ba|Montenegro|(142) - 8346428 
way|M|Single|R.9_@[9.3.4.7]|Vírgenes Británicas, Islas|(552)8189744x 24
hongyu|F|Separated|_@[2.660.9.57]|Marokko|1-(233)798 9985
yuyan|F|Surviving Civil Partner|_.6qdwz.C._o._@-u---v-.A-0-vb--y-9-rRl.fE.-SSw2.PVF|Турция|004.0282078ExT 9
alecky|Female|Civil Partner|e16_@[254.27.2.041]|Dominikanische Republik|495  423 .4443X0
wynyard|M|Widowed|d@Tsop7z.-FyE-Dm.Kh|库拉索|+1(957)7027369X6
eckhard|M|Married|S.__hs__@17c-Eb.0-1Wm-6.-x3.r-Y9.xOU|Guinée-Bissau|055/673/ 6150x.6
ndinga|M|Divorced|_.T7vL.M1__yi.6f9.83J@[2.529.1.3]|Marshallinseln|(412)  433/ 9813
muddy|Female|Civil Partner|b.8_oT.X._.I0@M.pA|Bielorrusia|1/087  813  5613
argimira|M|Single|_1_a@1wzn.u-BYg3Gp.-87S.a.ntbHJ|Тунис|198/6333583X4109
hacomar|M|Civil Partner|sU1@-O-6o-9-rk-dp6.K-p-.Q0MHm--d7k6j8H-c.pvc|Pays-Bas|383.6472299
annaulrica|F|Widowed|_r3._M@[2.62.48.384]|Hungría|483-356 1582 
pada|Female|Divorced|h@-5.ANd|几内亚|+1(492) -8518276
taisiya|M|Surviving Civil Partner|I_0@[20.4.945.26]|Volksrepublik China|+1044.029-6147
isilda|Male|Widowed|9VH@GkO.86p-.9.Uc703.nxpqYU|Benín|1.(829)937 -0091
ioar|M|Divorced|_3j_@[8.0.303.2]|Botswana|1-4914981755
parascovia|Male|Single|3_.uR32_W@[70.10.40.692]|Gaza Strip|404. 959  0079x5
assetou|F|Single|T_T7@-B.7Qc--3p-N-.C-p47-9zl.-kd5d95RldR7F7U-.cBH|Оман|138  837. 9308 
kym|M|Single|1.fW@02W-Xls12Ne--0--.0h.E-.o.xUTU|Nueva Zelanda|(664) .6613988x3
willibalt|Male|Separated|t_Q96@zG0-1.i.-.zH-y-6.tSfi|Madagascar|645810 5949
payal|F|Single|I_9u.eBc2_q@-.V.u-.bUy.Wt|San Cristóbal y Nieves|+1/290 675 .7062
maryama|F|Single|__6@K-.0c-7zr.199.Z-g-.UHUQzR|Liechtenstein|+1 -718/ 8531220
